,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65
X2B.G_S17.Me,170.0957143,74.20869837,-310.5106791,6.734635951,98.33825282,-34.59874413,-9.457024114,110.5542818,88.44386581,-134.7101395,28.0803176,71.0316015,-18.90428645,8.5074354,10.15267657,46.15697751,6.437781897,54.74483224,-23.05094592,4.481221013,-13.86956992,15.82209041,12.24520809,-0.98364426,-4.531865642,13.5274997,5.044807796,-0.048532572,-13.67118735,4.810816673,14.08380321,-4.741385593,-3.14619135,-4.433475438,8.748704942,-5.246467462,6.792553864,-4.469168654,-6.933498804,7.270919963,3.770936625,-6.319696292,-9.372657226,-6.753350758,3.372776398,4.414972953,-1.911292143,-3.192316918,4.467700006,-1.729356498,1.972000447,-3.329048843,9.721040267,-8.775810588,-4.084042606,6.015647866,2.999143879,-0.913948657,-37.83810602,173.9963107,26.70919218,-26.29910385,6.41328383,-4.751255781,-9.71E-12
X38B.G_S78.Me,107.9649868,-40.37237203,-138.5710898,61.43244715,91.39368956,11.91763366,-118.9737631,-210.3656436,-142.6396465,59.9138211,-61.6923524,-164.7813444,-130.2829917,-93.40916035,-81.52664731,-52.81680746,40.1270035,-0.23111411,-10.52307819,-27.37064026,10.21224607,-32.96735092,-54.79817118,17.70087292,-18.45859621,-73.61077784,-86.73441014,35.53554892,-20.24769486,-48.03287673,57.32728575,-55.57083913,138.3133872,85.94707845,134.3910687,150.3469168,-40.3607454,-58.94541763,18.30682101,13.93985515,-4.164524615,-3.541477839,6.146952698,1.922222441,5.999635747,1.234482475,-0.031304601,-1.286267966,-0.034530792,1.602393767,4.921863571,-2.618907549,3.035174296,4.066110799,-0.421855026,-1.800708752,3.852669712,3.579637597,-0.137896635,-2.218192981,-1.044173814,-0.474794703,-0.940278471,2.188712419,3.17983542668103e-13
X40Y.G_S63.Me,-20.82886023,-38.74068033,-112.5016936,-49.14678631,-2.171110741,158.9828278,224.9202762,1.016975084,-101.305984,71.21818387,137.7231663,-161.0921959,103.4065885,69.93143374,57.74162035,39.09318374,-48.81899484,54.00957403,31.6025837,-1.213651874,72.29194431,-5.841510027,-54.03026592,25.13345684,39.20294327,-2.615343079,19.5244209,1.874943411,-6.538656966,7.363015671,-0.971620199,-3.105590647,1.764068495,-6.06124522,4.396162518,-9.248835037,-5.044529925,-0.242990914,1.794613826,-0.052575026,1.357507784,11.15624669,-9.128908915,-4.402272569,0.736872514,7.822686365,-2.301111897,-2.164754696,2.888893972,4.479313366,-1.358493854,6.934754357,-1.271043623,-7.137590936,-9.476044537,-0.044174427,2.921095438,5.037289883,-169.3629163,-33.46114022,-29.81565337,-13.63303272,-2.558856062,3.544213728,4.68843650494187e-12
X45G.G_S69.Me,-137.8584261,42.01204713,-45.31866108,-11.90224596,14.45243628,31.92561231,-45.45177841,62.2089017,76.01920587,50.44945213,67.38937255,-57.67163044,1.306769606,-57.45587206,-141.6715057,-88.68566975,-11.62869384,-85.9565763,121.0242345,157.9805407,-66.57502861,231.3379367,-33.08294473,-57.38668083,24.90561484,25.49788918,3.016591694,37.55905575,0.834199726,17.02850863,-8.890912878,-11.84186827,27.05809346,-2.24844651,0.69281012,-0.416690401,-13.19773249,8.141294239,10.94498576,-15.98248401,-0.291695795,-5.554066797,5.057364191,3.701322043,-2.181111115,1.396093423,3.551403026,1.800342742,7.051931796,-1.893471342,-4.481543581,-4.015889106,2.975682333,-9.067719845,2.508611844,2.735943886,-2.002302129,-2.156472485,-6.299359051,-9.573189996,24.57778484,-3.101760791,-29.82780801,-149.1533711,-4.46E-12
X47W.G_S80.Me,-27.15466189,-120.519739,105.5361985,-84.86412249,176.2520758,36.28004506,-29.80758354,156.4699322,96.74979483,93.24493884,96.12019058,8.467078327,-165.597183,-53.04724279,-11.00007836,-12.90025253,-59.93567054,57.71080112,24.70316627,-111.3272932,15.82611781,-50.14200172,1.115841596,7.96698094,-13.05635055,-17.06489967,-1.238691427,-4.269423141,8.080895149,-5.978268686,-8.190613905,7.931966891,21.65484686,1.358262944,8.155043963,1.5699005,6.346069678,-8.59158185,5.154246469,9.44803485,0.00076725,1.882474516,-10.97656239,-10.44951899,-2.181396653,21.71930098,-16.50889868,7.181784658,0.762798506,-52.77501089,24.0390938,183.82566,-73.94425272,-8.038238012,9.866594869,-10.1859035,0.007678618,5.984818567,2.18313349,4.679956666,6.275192705,-7.186379658,-2.963818598,-1.741230321,-8.84E-12
X50B.G_S83.Me,119.810706,1.58649824,62.14774078,3.98974531,3.97115721,-39.13334767,10.09138943,32.89653622,-56.17571646,26.23241382,-58.3550872,10.78620392,28.83530047,-9.221999292,29.66281031,4.27849001,34.98248592,-10.41295928,-34.82416972,18.08992556,34.50605799,23.82598072,20.94138478,-54.22454855,34.62885203,67.20390311,-30.45505168,8.114256584,-18.42101436,32.56023775,-83.36006673,7.551103464,207.065607,-10.95990305,183.1765466,-207.6193908,92.18495602,152.6487442,-35.26585676,1.941962396,69.97049794,3.554574152,0.323782051,-0.172022633,-4.001301415,8.26394435,-1.714126097,-4.784272307,-4.994704579,3.358889344,3.234753102,-0.403941967,-1.462165054,3.462636444,0.883554505,-3.997931024,-2.407690435,1.887581845,-0.442060099,-3.659825343,0.488655107,0.935816292,0.873497865,1.809771999,-3.74E-12
X50G.G_S33.Me,-94.73344279,51.76376375,-1.608785272,-8.936742971,-3.956166165,15.89721403,-9.424155991,52.76205346,75.24107249,92.91128929,-30.25096253,20.69722583,82.97284839,39.80843784,-212.3368259,68.88919273,157.7404857,13.023272,-139.5587129,27.21316411,85.9845963,-89.6231584,-51.63079208,89.63992139,-40.34992264,-3.764778993,6.379638986,20.29975826,19.40612305,3.902181822,-0.828892488,1.339438053,19.67016726,-11.04295458,1.666199365,3.155998844,-0.09508257,-8.996558227,5.339013803,-2.948088492,-3.57626719,3.347503293,-1.038087427,-0.001769691,9.053969591,11.43716969,2.543443718,-0.537735713,6.513284355,-0.557589743,3.032626066,10.67909423,13.10915241,-1.352215103,-30.9514107,-12.7430392,-13.06977788,-187.9716848,-3.536365391,-0.298159484,-4.299229116,4.912162371,-2.342383186,1.524071206,9.00943338352387e-13
X51B.G_S18.Me,92.1447378,4.893275288,34.63497064,21.13839566,0.459453201,-55.6619205,6.504471785,32.1250777,-51.32926513,25.9501258,-40.04281269,3.632359939,10.79436397,-26.82256907,28.53679639,-8.685055687,0.39195352,-9.701390527,-13.58184138,2.450465957,-5.911508598,-9.011382361,-22.18463007,-45.87163691,55.13680043,97.52533333,59.22009819,47.41726255,-18.31029345,57.37747377,-25.38131311,220.8696487,107.0347248,-123.9062947,-23.43786395,-35.70112497,-195.9814498,-214.9988299,-25.08206596,22.5503894,15.13677033,6.084079214,-4.972399976,-3.289254764,-2.978768028,-5.222134257,-2.009625599,-0.947135591,-5.831398086,-0.658845955,-1.415730884,-4.116305684,0.182971582,3.399313161,-1.859016354,0.872442602,2.441326788,0.289037664,2.243627698,-2.598371599,-2.417706856,0.271618072,0.778311515,0.355666182,-4.57E-12
X55B.G_S40.Me,133.9508461,-0.252798215,70.76437243,-39.09705235,9.63668847,-119.2337578,12.96001715,-106.649293,-21.94026621,61.62572438,57.22266527,68.41226973,-29.54077496,260.4647127,-113.628528,60.55992696,-68.27391939,22.02649168,110.8856216,16.89545839,-69.38399018,19.89122245,19.33921441,50.48622536,-41.5239413,32.84604548,-1.865249084,19.75994556,-42.72708846,-1.093807102,21.42222407,-3.944963307,-2.612785128,2.153947388,5.559332098,5.758327268,10.36146298,0.207288813,3.530409235,7.010118969,-9.287685515,1.891585308,-30.63113856,-14.51174185,16.7385319,15.32717437,-2.888247728,-7.181589435,-9.733441485,-189.3914377,45.00980931,-59.75500448,-1.912862641,-0.946813042,2.497590233,10.29162548,1.985933024,-1.638190105,-3.088867135,-4.02291641,-1.985114364,-2.50371875,3.208321804,0.382853977,-5.37E-12
X55Y.G_S10.Me,-57.89157265,2.868600572,-8.776206543,-26.99132187,43.93351536,-28.33315781,42.5997513,15.95022907,-2.579254337,43.17993288,-24.97539957,-39.56256552,17.59026122,48.61429061,63.68380466,69.36679473,108.1198426,-109.6473016,22.85608749,-54.33193292,-6.523957587,-3.835450153,74.67554788,-230.7389717,-217.6390195,4.634717907,6.248773848,-18.5217266,29.38250448,-11.73060483,22.63440883,-20.50822457,-15.02621325,2.16958914,0.49515445,18.45307837,-23.55948957,-9.599571365,6.426687834,4.149976113,10.24583264,2.900027364,-32.02451874,-80.61027549,8.903148318,150.8839484,-106.8319896,-45.5227896,-2.681469179,29.02618239,-15.68171876,-23.28734148,-7.574751998,1.077485011,-0.130916505,10.87506672,-2.633422162,4.404543872,7.036147665,-4.109059777,-0.231929729,-5.781723633,1.209502016,-1.208750641,-3.34E-12
X56Y.G_S53.Me,-5.519576226,2.999788937,58.01660237,21.07638835,19.78230794,-35.26375311,3.277952866,21.46639731,-21.41028453,-7.589804012,-10.63012606,-36.52439697,-23.17385104,-28.42505052,24.45996286,-6.16296649,1.532405179,22.5416525,-38.85058667,-8.26939597,23.62344034,-41.70261642,-14.85509178,-53.810878,33.79803739,75.55042817,129.5854464,76.38552988,-29.50749278,318.482373,246.4659414,15.54941816,-27.87470739,64.35182452,15.2910191,41.97690993,65.69506874,39.88072953,39.7462122,-39.78742169,-1.742952647,-5.120145487,22.29088468,4.494316415,-1.009256664,-7.790896865,5.508416312,-4.063884075,1.462885796,-1.168336672,-5.008009398,-6.19408338,2.542289465,4.171330486,1.977381612,-0.052038333,4.142191579,1.682584983,4.643640049,-0.058750967,-0.990323887,-0.438434043,0.564577311,-1.541642667,-2.88E-11
X60G.G_S58.Me,-166.1313366,154.9054413,43.30230857,30.99747234,-18.29287679,23.28856357,-68.92589819,-56.52040365,-11.59604288,-186.181477,-49.28157058,-19.60938885,-38.55328165,93.87647291,-33.06010624,-7.604483005,0.850690852,145.4510854,92.29971161,-215.8400749,166.177805,86.54498379,-74.41862498,-67.92872657,29.37337235,5.783061155,-12.26614211,19.01731342,17.57298235,-3.760749893,-38.36337449,-4.386811425,40.82422345,-2.521269409,-26.41259437,-12.60208145,10.72473852,-13.40283442,-4.758672252,-26.42006027,-7.343796683,3.883482917,15.45944607,21.16814668,10.93557535,11.20332046,-4.250011101,19.69141162,66.78320486,-42.46446309,-140.1127997,8.464215206,7.733625349,4.360093445,5.38815691,18.49017185,-12.06874891,-0.08349728,-0.521980003,1.999905479,-3.548403018,7.184205532,0.228315332,1.511758364,-8.29E-11
X61W.G_S5.Me,60.09780365,2.03480665,-25.34127591,46.70622938,-17.64719773,67.59861796,-74.12573169,131.8718042,-82.77612982,19.97840905,-70.94538023,40.83144604,108.3045471,36.14841017,-18.38741524,-115.4536087,-28.4014541,-184.2943985,99.56511421,-115.3004867,64.5859114,-22.88165478,85.34632533,94.81497456,23.31198308,-38.94131723,36.47779943,-12.26779494,-41.80694972,8.88840395,7.109256457,-15.01136177,-6.830860996,0.94097372,-5.987476622,6.475869051,-14.00879091,19.14620262,3.733426467,10.68346102,-11.81138357,-1.309487203,-18.23172256,-62.66122137,213.1976195,-46.81883729,-1.007621798,-7.823227107,10.07786494,15.26659036,-1.045424776,6.261122357,-8.769418318,7.863165792,-3.01604836,-0.192539629,5.194576089,4.791852012,2.650970896,-2.791497595,1.047345513,0.242696688,0.352679431,-1.477195845,1.35503956332324e-11
X63G.G_S35.Me,-25.17247956,22.58060559,28.20441342,16.52551375,-37.78688859,-50.00512614,-33.03215606,103.7783336,-98.94242174,34.28958178,-55.56010566,62.48655115,56.81549149,-12.52958761,36.69643855,-13.48021462,-96.79413816,66.23478926,-46.57514632,11.81095785,-101.7288234,7.252545612,-215.4844627,-34.71323609,-83.17153462,-127.0354401,14.16494169,-1.288675236,-3.792993024,5.605136286,15.39138582,-13.3951869,-4.074966562,10.9366808,5.110110435,-3.203286769,-7.233510915,11.52010699,16.6648593,10.58557453,10.86255167,-4.803558925,-228.9915942,97.04568912,9.533294338,-9.302942083,1.858860315,-17.50743422,13.05142507,18.11517567,-10.3373947,-2.25620154,-3.228569493,-3.70147221,2.32852811,3.817105398,3.483930855,1.35600029,3.991024571,-1.609633395,-0.483763629,-5.318757079,-0.756591607,-0.589798902,9.73573536886148e-12
X67B.G_S8.Me,53.31485345,121.4268981,111.5808381,24.37973648,8.180437664,-126.0006301,126.6653008,-17.72154587,7.52633295,-111.0621436,70.19677358,-41.68236357,22.74049734,-181.453222,-75.64797729,115.6465922,-74.95041195,-100.8336513,66.78561453,-6.69316402,30.68367969,-54.87791502,-7.113983101,29.86803131,-11.10082951,-56.52120936,7.843457051,4.213595326,25.99324898,-20.10730848,5.624622312,-1.739340503,6.264912892,-2.84608707,-5.682080078,14.8569357,12.18714975,-1.908205461,-8.590737453,-0.514144339,-0.682774934,0.029870877,-8.712286324,-3.797937916,5.313722492,1.336372205,-4.256963994,1.641615363,-2.423426693,-6.137054523,6.394298979,3.333329649,33.64277797,28.22352243,-9.66381262,-110.0760659,-156.8023896,21.81502668,-2.73525496,7.82587811,-11.6854105,-5.260913782,-1.448691668,-2.724626181,6.10253757317198e-12
X67W.G_S86.Me,-10.46557388,98.74845406,2.061644429,-17.41060277,-11.41110929,-20.96773232,-178.1422671,-87.75545495,162.9516006,100.2711295,33.75034636,-79.24335449,67.42969798,28.01596713,168.0617596,73.4260683,-89.02948862,-48.43367303,-32.00494686,11.80600854,35.16040447,-7.66577733,-19.62761863,44.62212036,3.634437005,-1.503878163,14.93274312,4.742580675,13.64981644,-2.141968321,-0.272561644,0.60786627,7.742434459,-5.900171502,2.184293186,-3.65777663,5.606210249,1.857579422,-4.804752817,8.953688029,-0.183532263,-0.360069923,-19.08957114,-29.58946648,5.701562102,12.69556116,1.445088772,32.19435428,-7.222918227,-8.841488736,16.81285729,70.07092102,191.9074721,-9.714010556,21.1083943,31.1023929,19.50970425,10.94130499,4.83365206,-9.790872105,-0.07388548,-12.08498198,-0.576741397,1.406498499,-1.51E-11
X6W.G_S15.Me,6.380060228,-236.5546815,-45.54564604,-234.4154139,-252.1675142,-101.6283569,-72.11248576,22.29707333,34.94314817,-132.9895907,2.807505696,-94.54891495,16.282429,-28.78354942,-38.46748589,-5.284789393,9.097217707,-2.196706859,0.094704492,-28.76165301,6.570990969,-11.2898555,-15.65137131,16.36900174,-13.35362284,21.08111425,-9.750742887,-15.42134383,1.230515264,4.696016692,10.87538111,-15.08940454,0.239100808,-9.12831916,5.643109202,-5.415397781,-15.02633418,-2.312396666,-2.831535154,3.736556662,1.680880926,-1.697931004,-1.992246079,-2.877723961,-0.470463881,2.027984085,0.919372393,-2.763491108,8.568884025,-3.041093563,-5.391104469,-4.000057507,4.502615888,3.316785071,0.588210741,-15.7298664,-3.575066229,-2.96666758,-20.50343218,-32.58550436,153.6383013,-24.13276419,21.73937688,21.182797,3.47653688470692e-11
X75Y.G_S9.Me,19.91556223,4.288296067,53.77574046,33.18363285,8.794666246,-57.85587211,0.358153059,56.28256946,-31.90245614,14.27139045,-42.17564929,-17.12488645,-5.209124261,-37.80382936,40.93581653,2.947658213,-1.418096797,38.99217526,-46.13537185,25.15082706,26.95587894,-33.01457034,-4.701392915,-36.05466704,66.34917908,127.4100603,48.37340353,174.9944894,-108.6148518,-209.1781759,157.4479616,-190.7696304,46.51086681,-53.60997313,-135.655667,-54.31279931,-73.90211793,48.1932588,14.6899901,5.776019945,6.746443274,-17.49383077,9.785626301,-0.165737214,-4.820889341,0.152158099,4.445465479,-3.709840105,-1.434358123,3.472845839,5.65977515,-1.431597232,-5.59302892,-0.360319647,3.588320154,6.566041853,2.883651903,2.054018183,-1.531204833,-2.657397008,-2.986281388,2.325895692,-1.909832826,-0.007488614,8.26911867633589e-12
X76G.G_S85.Me,-22.41029808,-38.35808666,-30.89093324,-58.53053199,12.67614298,37.0430559,196.0465719,-96.27701063,169.8705959,31.29829133,-273.6186773,57.11657742,-40.42860549,-26.7296263,41.93970722,-48.79988381,-50.42636865,-4.223759134,71.75458891,17.14753181,14.04771674,5.896128414,-29.26532035,53.07951164,-29.70307221,-5.497006401,0.164029954,20.52673248,-4.004121681,9.307380024,7.586408715,-14.51728593,2.582305343,-4.756802447,3.201974762,-8.54403427,5.777555575,-9.357791122,-2.508211315,1.473034737,-2.792409634,4.691905779,0.618817748,7.279847402,-1.09633692,-3.736513658,-8.482144137,1.073196183,3.986313558,-7.630267374,-5.393218536,11.38934722,12.02392691,-30.1946726,-186.1972728,-2.035091705,14.59478782,27.63919022,12.56794644,-3.799300078,1.366064343,-4.881650726,0.083587477,-1.616729107,-4.36E-11
X90W.G_S67.Me,106.2168863,69.50134653,53.03890167,-9.574480527,-37.51703871,-4.882754484,53.02408378,-91.46786136,77.57980571,-25.12294555,163.9422854,57.73685567,45.00262339,-13.47210821,38.24427713,-291.9211516,85.99958696,26.54427667,-28.73781476,-4.249314641,5.944776555,-55.98941527,-29.31725114,-21.87505818,-56.94117607,-3.50805348,14.67618704,-7.604638986,15.10963872,-18.66475746,2.973984539,1.804558494,6.296232116,3.331480325,-2.58284022,-9.633173339,5.883792331,-8.542847166,-8.189568699,-6.892949681,-20.4712599,11.75411082,18.09778654,17.75778271,-5.09066458,8.258771351,-5.235438748,-35.16567422,185.5695949,10.17970958,85.37942026,-2.414308257,8.945458599,6.044701857,0.195897819,2.076744886,1.837591157,5.30603637,3.265862314,-1.518803098,-4.467668559,6.112276376,2.185904553,2.0342085,8.27762325270574e-11
X91W.G_S1.Me,-102.2607072,-253.9505663,-33.15666502,363.526297,-56.74589885,-79.38861454,35.00080633,-32.69158714,82.49620814,-26.81148843,76.54588302,54.46243289,0.604372334,24.59166402,27.96725323,24.00542519,-5.563171178,-16.84012131,-1.038753209,-4.486660313,36.14688178,11.66157841,-15.37188893,17.19647359,-13.56206724,-8.803390488,-7.914814193,-4.568282196,5.445371034,10.75381881,-14.24059737,-4.208843101,19.38810879,-6.004370065,-1.426629947,-1.476277953,-1.795302485,1.4435077,-1.527593323,-4.953145752,6.257340844,0.236140678,1.7371027,-0.63826009,2.706904366,3.190869176,2.582817872,-2.073446045,2.925536657,-1.795758651,-1.026473853,-4.231740713,-0.439832075,-1.946634389,2.34859223,-2.312018328,3.118313969,1.183892615,0.876002512,1.77302358,13.51967126,-25.08211097,-149.5795924,28.37870819,7.04328521842893e-11
X9W.G_S48.Me,89.17650001,-10.01895727,62.72677968,6.589498114,-32.68112834,-75.31635278,27.81253567,50.22573051,-66.634416,41.58083243,-39.15782925,-6.206697073,-16.34829283,-25.90744775,48.92097968,-17.83161404,-10.40500251,110.9243845,-97.52667434,91.68857872,150.3899715,177.4490949,157.7030093,25.06193103,-34.11581586,-79.06124367,14.9404054,-13.15055983,23.52937643,-10.74696352,-4.581714399,14.34325251,10.89218211,4.550644227,14.07105083,-5.490951658,10.36591905,-8.399906517,-11.43033992,-36.45063372,-264.0631275,-73.57073569,-22.44458838,-26.60858716,-13.9706961,2.121890866,4.98690751,0.870272459,-10.60379508,2.977267201,-4.01902987,2.844657811,-2.388621131,4.600953443,-0.759511046,-0.589285373,-0.147423198,-2.194777602,-0.874705893,-0.033551867,0.368155595,0.379649851,0.533467044,1.40633211,1.71642051981414e-10